example_id,statement,legal_passages,label,score 
q-360,Người sử dụng đất có quyền thực hiện bất kỳ điều gì trong giới hạn phạm vi đất của mình mà không cần xin phép.,"3. Người sử dụng đất thực hiện quyền, nghĩa vụ của mình trong thời hạn sử dụng đất theo quy định của Luật này và quy định khác của pháp luật có liên quan.",No,5.50377399428243
q-360,Người sử dụng đất có quyền thực hiện bất kỳ điều gì trong giới hạn phạm vi đất của mình mà không cần xin phép.,"Nhà nước quyết định mục đích sử dụng đất

Nhà nước quyết định mục đích sử dụng đất thông qua quy hoạch sử dụng đất, kế hoạch sử dụng đất và cho phép chuyển mục đích sử dụng đất.",No,1.94738633659667
q-308,Mọi thoả thuận của người thừa kế trong họp mặt thừa kế bắt buộc phải lập thành văn bản.,2. Mọi thỏa thuận của những người thừa kế phải được lập thành văn bản.,Yes,7.5207584612185645
q-356,Đất đai thuộc sở hữu toàn dân do Nhà nước đại diện chủ sở hữu và thống nhất quản lý.,"Sở hữu đất đai

Đất đai thuộc sở hữu toàn dân do Nhà nước đại diện chủ sở hữu và thống nhất quản lý. Nhà nước trao quyền sử dụng đất cho người sử dụng đất theo quy định của Luật này.",Yes,3.959053282788793
q-38,Nhà giáo có bằng tiến sỹ không được phép dạy giáo dục mầm non.,"Trình độ chuẩn được đào tạo của nhà giáo

1. Trình độ chuẩn được đào tạo của nhà giáo được quy định như sau:

a) Có bằng tốt nghiệp cao đẳng sư phạm trở lên đối với giáo viên mầm non",No,3.6916388106313303
q-513,Chi nhánh của công ty luật nước ngoài tại Việt Nam không đủ điều kiện nhận được người tập sự hành nghề luật sư khi có sự đồng ý bằng văn bản của Sở Tư pháp nơi Chi nhánh của công ty luật nước ngoài tại Việt Nam đặt trụ sở.,"Chi nhánh của tổ chức hành nghề luật sư Việt Nam, chi nhánh của công ty luật nước ngoài tại Việt Nam được nhận người tập sự hành nghề luật sư khi có ủy quyền bằng văn bản của người đứng đầu tổ chức hành nghề luật sư hoặc Giám đốc công ty luật nước ngoài tại Việt Nam.",Yes,22.261349058050573
q-414,Luật sư thành lập hoặc tham gia thành lập tổ chức hành nghề luật sư phải có 4 năm hành nghề kể từ ngày được cấp thẻ luật sư.,"5. Trong thời hạn ba mươi ngày, kể từ ngày được cấp Giấy đăng ký hoạt động, các luật sư thành lập, tham gia thành lập tổ chức hành nghề luật sư không phải là thành viên của Đoàn luật sư nơi có tổ chức hành nghề luật sư phải chuyển về gia nhập Đoàn luật sư nơi có tổ chức hành nghề luật sư hoặc chi nhánh của tổ chức hành nghề luật sư theo quy định tại Điều 20 của Luật này.",No,11.468960297501322
q-196,"Người nào quảng cáo gian dối về hàng hóa, dịch vụ, đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì có thể bị phạt cải tạo không giam giữ đến 03 năm.","Tội quảng cáo gian dối

1. Người nào quảng cáo gian dối về hàng hóa, dịch vụ, đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm",Yes,23.822808752124885
q-214,"Thu lợi bất chính từ việc mua bán, trao đổi tài khoản ngân hàng người khác nhiều hơn 200.000.000 đồng sẽ bị phạt tù dưới 1 năm.","Tội thu thập, tàng trữ, trao đổi, mua bán, công khai hóa trái phép thông tin về tài khoản ngân hàng

1. Người nào thu thập, tàng trữ, trao đổi, mua bán, công khai hóa trái phép thông tin về tài khoản ngân hàng của người khác với số lượng từ 20 tài khoản đến dưới 50 tài khoản hoặc thu lợi bất chính từ 20.000.000 đồng đến dưới 50.000.000 đồng, thì bị phạt tiền từ 20.000.000 đồng đến 100.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm",No,12.939779543611726
q-132,Thời gian làm việc ban đêm tính từ 10 giờ tối đến 6 giờ sáng ngày hôm sau.,"Giờ làm việc ban đêm

Giờ làm việc ban đêm được tính từ 22 giờ đến 06 giờ sáng ngày hôm sau.",Yes,3.8818399126935104
q-251,Mục đích của giao dịch dân sự là nghĩa vụ mà chủ thể mong muốn đạt được khi xác lập giao dịch đó.,Mục đích của giao dịch dân sự,No,1.4384103622589042
q-409,"Người tập sự hành nghề luật sư được đại diện, bào chữa, bảo vệ quyền và lợi ích hợp pháp cho khách hàng tại phiên tòa nếu được tòa án cho phép.","d) Liên hệ với cá nhân, cơ quan, tổ chức để thực hiện các quyền, nghĩa vụ và các hoạt động có liên quan đến việc bào chữa, đại diện, bảo vệ quyền, lợi ích hợp pháp của khách hàng hoặc hoạt động tư vấn pháp luật",No,9.913228170706411
q-525,"Theo quy định của Luật Luật sư, thì thẩm quyền tổ chức kiểm tra kết quả tập sự hành nghề luật sư là Hội đồng tư vấn do Liên đoàn luật sư Việt Nam thành lập.","2. Liên đoàn luật sư Việt Nam tổ chức kiểm tra kết quả tập sự hành nghề luật sư. Việc kiểm tra kết quả tập sự hành nghề luật sư do Hội đồng kiểm tra kết quả tập sự hành nghề luật sư tiến hành; thành phần Hội đồng gồm Chủ tịch hoặc một Phó Chủ tịch Liên đoàn luật sư Việt Nam làm Chủ tịch, đại diện Ban chủ nhiệm một số Đoàn luật sư và một số luật sư là thành viên. Danh sách thành viên Hội đồng do Chủ tịch Liên đoàn luật sư Việt Nam quyết định",No,7.717801813313379
q-238,Người chưa đủ mười tám tuổi trở lên không phải là người thành niên.,"Người thành niên

1. Người thành niên là người từ đủ mười tám tuổi trở lên",Yes,4.803643855545814
q-149,"Bộ Lao động và thương binh xã hội cấp tỉnh quyết định Chương trình an toàn, vệ sinh lao động của địa phương và đưa vào kế hoạch phát triển kinh tế - xã hội.","2. Ủy ban nhân dân cấp tỉnh trình Hội đồng nhân dân cùng cấp quyết định Chương trình an toàn, vệ sinh lao động của địa phương và đưa vào kế hoạch phát triển kinh tế - xã hội.",No,9.204977368463537
q-53,"Nơi cư trú của vợ, chồng có thể khác nhau.","2. Vợ, chồng có thể có nơi cư trú khác nhau theo thỏa thuận hoặc theo quy định của pháp luật có liên quan.",Yes,2.991049325649609
q-498,"Người muốn tập sự hành nghề luật sư có thể đề nghị Ban chủ nhiệm Đoàn luật sư giới thiệu tổ chức hành nghề luật sư để tập sự trong trường hợp không thỏa thuận được với tổ chức hành nghề luật sư về thu nhập, thù lao trong quá trình tập sự hành nghề luật sư.","2. Trong trường hợp người muốn tập sự hành nghề luật sư không thỏa thuận được với tổ chức hành nghề luật sư về việc nhận tập sự thì có thể đề nghị Ban chủ nhiệm Đoàn luật sư giới thiệu tổ chức hành nghề luật sư để tập sự. Trong thời hạn mười ngày, kể từ ngày nhận được đề nghị, Ban chủ nhiệm Đoàn luật sư có trách nhiệm xem xét, phân công một tổ chức hành nghề luật sư nhận người đó vào tập sự; trong trường hợp tổ chức hành nghề luật sư từ chối phải thông báo bằng văn bản cho Đoàn luật sư và nêu rõ lý do",No,23.793436765554784
q-163,"Người đủ 16 tuổi trở lên phải chịu trách nhiệm hình sự về mọi tội phạm, trừ những tội phạm mà Bộ luật Hình Sự có quy định khác.","Tuổi chịu trách nhiệm hình sự

1. Người từ đủ 16 tuổi trở lên phải chịu trách nhiệm hình sự về mọi tội phạm, trừ những tội phạm mà Bộ luật này có quy định khác",Yes,36.41756105497741
q-62,Mọi chỗ ở đều có thể được đăng ký thường trú mới.,"Địa điểm không được đăng ký thường trú mới

1. Chỗ ở nằm trong địa điểm cấm, khu vực cấm xây dựng hoặc lấn, chiếm hành lang bảo vệ quốc phòng, an ninh, giao thông, thủy lợi, đê điều, năng lượng, mốc giới bảo vệ công trình hạ tầng kỹ thuật, di tích lịch sử - văn hóa đã được xếp hạng, khu vực đã được cảnh báo về nguy cơ lở đất, lũ quét, lũ ống và khu vực bảo vệ công trình khác theo quy định của pháp luật",No,3.532661109698827
q-201,"Người lợi dụng chức vụ, quyền hạn và cố ý làm thất thoát tiền, hàng cứu trợ từ 100.000.000 đồng đến 300.000.000 đồng có thể sẽ bị phạt cải tạo không giam giữ đến 2 năm.","Tội cố ý làm trái quy định về phân phối tiền, hàng cứu trợ

1. Người nào lợi dụng chức vụ, quyền hạn cố ý làm trái những quy định về phân phối tiền, hàng cứu trợ gây thiệt hại hoặc thất thoát tiền, hàng cứu trợ từ 100.000.000 đồng đến dưới 300.000.000 đồng, thì bị phạt cảnh cáo, phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng hoặc phạt cải tạo không giam giữ đến 02 năm",Yes,24.39236611194119
q-287,"Theo quy định trong bộ luật dân sự năm 2015, tính từ thời điểm bắt đầu mở thừa kế, những cá nhân là người còn sống sẽ được tính là người thừa kế.","Người thừa kế

Người thừa kế là cá nhân phải là người còn sống vào thời điểm mở thừa kế hoặc sinh ra và còn sống sau thời điểm mở thừa kế nhưng đã thành thai trước khi người để lại di sản chết. Trường hợp người thừa kế theo di chúc không là cá nhân thì phải tồn tại vào thời điểm mở thừa kế.",Yes,5.6956835223511915
q-350,Con được sinh ra trong thời hạn 365 ngày kể từ thời điểm chấm dứt hôn nhân được coi là con do người vợ có thai trong thời kỳ hôn nhân.,Con được sinh ra trong thời hạn 300 ngày kể từ thời điểm chấm dứt hôn nhân được coi là con do người vợ có thai trong thời kỳ hôn nhân,No,15.393482851949688
q-41,Lưu trú là việc công dân ở lại một địa điểm không phải nơi thường trú hoặc nơi tạm trú trong thời gian không quá 29 ngày.,6. Lưu trú là việc công dân ở lại một địa điểm không phải nơi thường trú hoặc nơi tạm trú trong thời gian ít hơn 30 ngày,Yes,21.021723716724477
q-309,"Quy định của điều 658 91/2015/QH13, thứ tự ưu tiên thanh toán của việc mai táng sẽ được thanh toán sau khi đã hoàn thành việc chi trả chi phí cho việc bảo quản di sản.","Thứ tự ưu tiên thanh toán

Các nghĩa vụ tài sản và các khoản chi phí liên quan đến thừa kế được thanh toán theo thứ tự sau đây:

1. Chi phí hợp lý theo tập quán cho việc mai táng",No,12.211036629806628
q-368,"Công chức địa chính ở xã, phường, thị trấn có trách nhiệm giúp Ủy ban nhân dân cấp xã trong việc quản lý đất đai tại địa phương.","2. Công chức địa chính ở xã, phường, thị trấn có trách nhiệm giúp Ủy ban nhân dân cấp xã trong việc quản lý đất đai tại địa phương.",Yes,9.340336498232842
q-81,Người lao động có độ tuổi thấp nhất là đủ 15 tuổi trừ một số trường hợp được quy định.,"Độ tuổi lao động tối thiểu của người lao động là đủ 15 tuổi, trừ trường hợp quy định tại Mục 1 Chương XI của Bộ luật này",Yes,18.64785426040396
q-451,"Theo quy định của Luật Luật sư và văn bản hướng dẫn thi hành, cơ sở đào tạo nghề luật sư là Học viện Tư pháp không thuộc Bộ Tư pháp.","Cơ sở đào tạo nghề luật sư

1. Cơ sở đào tạo nghề luật sư quy định tại Khoản 3 Điều 12 của Luật luật sư bao gồm Học viện Tư pháp thuộc Bộ Tư pháp và cơ sở đào tạo nghề luật sư thuộc Liên đoàn luật sư Việt Nam",No,14.25911961900535
q-180,Người mắc bệnh hiểm nghèo có thể được miễn chấp hành hình phạt.,b) Mắc bệnh hiểm nghèo,Yes,6.897659748011163
q-509,Chi nhánh của công ty luật nước ngoài tại Việt Nam nhận được người tập sự hành nghề luật sư khi có sự đồng ý bằng văn bản của Sở Tư pháp nơi Chi nhánh của công ty luật nước ngoài tại Việt Nam đặt trụ sở.,"Chi nhánh của tổ chức hành nghề luật sư Việt Nam, chi nhánh của công ty luật nước ngoài tại Việt Nam được nhận người tập sự hành nghề luật sư khi có ủy quyền bằng văn bản của người đứng đầu tổ chức hành nghề luật sư hoặc Giám đốc công ty luật nước ngoài tại Việt Nam.",No,22.261349058050573
q-401,"Khi thực hiện trợ giúp pháp lý cho các khách hàng thuộc đối tượng được hưởng trợ giúp pháp lý, luật sư được nhận tiền hoặc lợi ích khác.","Trợ giúp pháp lý

Trợ giúp pháp lý là việc cung cấp dịch vụ pháp lý miễn phí cho người được trợ giúp pháp lý trong vụ việc trợ giúp pháp lý theo quy định của Luật này, góp phần bảo đảm quyền con người, quyền công dân trong tiếp cận công lý và bình đẳng trước pháp luật.",No,3.0156323538826535
q-199,"Người vi phạm các quy định về sử dụng đất đai, chưa được xóa án tích và còn tái phạm thì có thể sẽ bị phạt tù từ 6 tháng đến 3 năm.","Tội vi phạm các quy định về sử dụng đất đai

1. Người nào lấn chiếm đất, chuyển quyền sử dụng đất hoặc sử dụng đất trái với các quy định của pháp luật về quản lý và sử dụng đất đai, đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 50.000.000 đồng đến 500.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm",Yes,18.075092405741852
q-511,Chi nhánh của công ty luật nước ngoài tại Việt Nam nhận được người tập sự hành nghề luật sư khi có sự đồng ý bằng văn bản của Đoàn luật sư nơi Chi nhánh của công ty luật nước ngoài tại Việt Nam đặt trụ sở.,"Chi nhánh của tổ chức hành nghề luật sư Việt Nam, chi nhánh của công ty luật nước ngoài tại Việt Nam được nhận người tập sự hành nghề luật sư khi có ủy quyền bằng văn bản của người đứng đầu tổ chức hành nghề luật sư hoặc Giám đốc công ty luật nước ngoài tại Việt Nam.",No,22.386750927342295
q-390,"Việc bồi thường khi Nhà nước thu hồi đất phải bảo đảm dân chủ, khách quan, công bằng, công khai, kịp thời và đúng quy định của pháp luật.","3. Việc bồi thường khi Nhà nước thu hồi đất phải bảo đảm dân chủ, khách quan, công bằng, công khai, kịp thời và đúng quy định của pháp luật.",Yes,15.739517119481746
q-229,Người đăng ký hộ tịch trái phép cho 2 người trở lên sẽ có thể bị phạt từ 3 tháng đến 2 năm tù.,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 tháng đến 02 năm:

a) Đăng ký, cấp giấy tờ về hộ tịch trái pháp luật cho 02 người trở lên",Yes,9.157223372819669
q-370,"Ủy ban nhân dân tỉnh, thành phố trực thuộc Trung ương tổ chức thực hiện việc lập bản đồ hành chính huyện, quận, thị xã, thành phố thuộc tỉnh.","b) Ủy ban nhân dân tỉnh, thành phố trực thuộc trung ương (sau đây gọi chung là Ủy ban nhân dân cấp tỉnh) tổ chức thực hiện việc lập bản đồ hành chính huyện, quận, thị xã, thành phố thuộc tỉnh.",Yes,12.55112117259285
q-42,Chỗ ở hợp pháp buộc phải là bất động sản.,"Giải thích từ ngữ

Trong Luật này, các từ ngữ dưới đây được hiểu như sau:

1. Chỗ ở hợp pháp là nơi được sử dụng để sinh sống, thuộc quyền sở hữu hoặc quyền sử dụng của công dân, bao gồm nhà ở, tàu, thuyền, phương tiện khác có khả năng di chuyển hoặc chỗ ở khác theo quy định của pháp luật",No,4.84740017278166
q-324,Nhà nước thừa nhận hôn nhân giữa những người cùng giới tính.,2. Nhà nước không thừa nhận hôn nhân giữa những người cùng giới tính.,No,13.506961933728649
q-202,"Người cố ý làm trái quy định về phân phối tiền, hàng cứu trợ và gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội sẽ bị phạt dưới 50.000.000 đồng.","Tội cố ý làm trái quy định về phân phối tiền, hàng cứu trợ

1. Người nào lợi dụng chức vụ, quyền hạn cố ý làm trái những quy định về phân phối tiền, hàng cứu trợ gây thiệt hại hoặc thất thoát tiền, hàng cứu trợ từ 100.000.000 đồng đến dưới 300.000.000 đồng, thì bị phạt cảnh cáo, phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng hoặc phạt cải tạo không giam giữ đến 02 năm",No,19.623304984077485
q-49,"Người chưa thành niên không thể có nơi cư trú khác với nơi cư trú của cha, mẹ.","2. Người chưa thành niên có thể có nơi cư trú khác, với nơi cư trú của cha, mẹ nếu được cha, mẹ đồng ý hoặc pháp luật có quy định.",No,4.368034627443089
q-295,"Người đủ mười lăm tuổi đến chưa đủ 18 tuổi được phép lập di chúc mà không cần có sự đồng ý của cha mẹ, hoặc người giám hộ","2. Người từ đủ mười lăm tuổi đến chưa đủ mười tám tuổi được lập di chúc, nếu được cha, mẹ hoặc người giám hộ đồng ý về việc lập di chúc.",No,9.809940201161007
q-184,Phạm tội với một người và người đó có tỷ lệ thương tổn hơn 61% thì bị phạt đến 10 năm tù.,"3. Phạm tội đối với 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người 61% trở lên, thì bị phạt tù từ 01 năm đến 03 năm.",No,4.874570060311189
q-289,Quy định tại điều 616 bộ luật dân sự năm 2015 đã chỉ ra rằng cá nhân do người chết chỉ định trong di chúc hoặc do những người thừa kế tiến cử để tiến hành quản lý tài sản của người chết trong quá trình xác định thừa kế sẽ là người quản lý di sản.,"Người quản lý di sản

1. Người quản lý di sản là người được chỉ định trong di chúc hoặc do những người thừa kế thỏa thuận cử ra",Yes,10.227044562797605
q-577,"Chỉ cần không đăng kí mã số thuế trong thời hạn 1 năm kể từ ngày được cấp Giấy đăng kí hoạt động, tổ chức hành nghề luật sư sẽ bị thu hồi Giấy đăng ký hoạt động.","c) Không đăng ký mã số thuế trong thời hạn 01 năm, kể từ ngày được cấp Giấy đăng ký hoạt động",No,27.35609786523781
q-481,"Báo cáo quá trình tập sự hành nghề luật sư của người tập sự cần có nhận xét, chữ ký của luật sư hướng dẫn, xác nhận của tổ chức hành nghề luật sư nhận tập sự và đánh giá của Đoàn luật sư về tư cách đạo đức, ý thức tuân thủ pháp luật của người tập sự.","2. Báo cáo quá trình tập sự hành nghề luật sư của người tập sự phải có nhận xét, chữ ký của luật sư hướng dẫn theo quy định tại khoản 3 Điều 13 của Thông tư này, xác nhận của tổ chức hành nghề luật sư nhận tập sự và đánh giá của Đoàn luật sư về tư cách đạo đức, ý thức tuân thủ pháp luật của người tập sự.",Yes,24.44310532389134
q-128,"Tiền lương bao gồm mức lương theo công việc hoặc chức danh, phụ cấp lương và các khoản bổ sung khác.","Tiền lương

1. Tiền lương là số tiền mà người sử dụng lao động trả cho người lao động theo thỏa thuận để thực hiện công việc, bao gồm mức lương theo công việc hoặc chức danh, phụ cấp lương và các khoản bổ sung khác",Yes,9.173921603813696
q-283,Thời điểm xác nhận người có tài sản đã từ trần là thời điêm thừa kế của người đó được công bố.,"Thời điểm, địa điểm mở thừa kế

1. Thời điểm mở thừa kế là thời điểm người có tài sản chết. Trường hợp Tòa án tuyên bố một người là đã chết thì thời điểm mở thừa kế là ngày được xác định tại khoản 2 Điều 71 của Bộ luật này",Yes,4.2434068090403345
q-190,Lừa đảo chiếm đoạt tài sản có tổ chức và từ 50.000.000 đồng đến 200.000.000 đồng sẽ bị phạt tù 2 đến 7 năm.,"Tội lừa đảo chiếm đoạt tài sản

1. Người nào bằng thủ đoạn gian dối chiếm đoạt tài sản của người khác trị giá từ 2.000.000 đồng đến dưới 50.000.000 đồng hoặc dưới 2.000.000 đồng nhưng thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm:

a) Đã bị xử phạt vi phạm hành chính về hành vi chiếm đoạt tài sản mà còn vi phạm",Yes,17.591888030291642
q-269,Bên nhận cầm cố không có nghĩa vụ bồi thường nếu tài sản cầm cố không có thiệt hại.,"Nghĩa vụ của bên nhận cầm cố

1. Bảo quản, giữ gìn tài sản cầm cố; nếu làm mất, thất lạc hoặc hư hỏng tài sản cầm cố thì phải bồi thường thiệt hại cho bên cầm cố",Yes,6.356513565442354
q-469,"Khi hoàn thành thời gian tập sự hành nghề luật sư, người tập sự có trách nhiệm báo cáo bằng văn bản về quá trình tập sự hành nghề luật sư trong thời gian tập sư cho người đứng đầu tổ chức hành nghề luật sư nhận tập sự và Đoàn luật sư nơi đăng ký tập sự.","Báo cáo quá trình tập sự hành nghề luật sư

1. Khi hoàn thành thời gian tập sự hành nghề luật sư theo quy định tại khoản 1 Điều 6 của Thông tư này, người tập sự có trách nhiệm báo cáo bằng văn bản về quá trình tập sự hành nghề luật sư trong thời gian tập sự cho Đoàn luật sư nơi đăng ký tập sự",No,22.178130158889264
q-91,"Người sử dụng lao động không được buộc người lao động thực hiện hợp đồng lao động để trả nợ cho người sử dụng lao động trong khi giao kết, thực hiện hợp đồng lao động.",3. Buộc người lao động thực hiện hợp đồng lao động để trả nợ cho người sử dụng lao động.,Yes,8.258747846844289
q-85,"Người sử dụng lao động phải thực hiện quy định của pháp luật về lao động, việc làm, giáo dục nghề nghiệp, bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và an toàn, vệ sinh lao động; xây dựng và thực hiện các giải pháp phòng, chống quấy rối tình dục tại nơi làm việc.","d) Thực hiện quy định của pháp luật về lao động, việc làm, giáo dục nghề nghiệp, bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và an toàn, vệ sinh lao động; xây dựng và thực hiện các giải pháp phòng, chống quấy rối tình dục tại nơi làm việc",Yes,39.52673113388216
q-233,Nếu là chỉ huy hoặc là sĩ quan phạm tội đào ngũ thì sẽ bị phạt tù từ 2 đến 7 năm.,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm:

a) Là chỉ huy hoặc sĩ quan",Yes,15.672065090043768
q-165,Trường hợp có nhiều hơn 1 người thực hiện hành vi phạm tội gọi là đồng phạm,"Đồng phạm

1. Đồng phạm là trường hợp có hai người trở lên cố ý cùng thực hiện một tội phạm",Yes,5.744191192000419
q-218,"Tội xâm phạm thi thể, mồ mả, hài cốt vì động cơ đê hèn có thể bị phạt tù từ 02 năm đến 07 năm.","Tội xâm phạm thi thể, mồ mả, hài cốt

1. Người nào đào, phá mồ mả, chiếm đoạt những đồ vật để ở trong mộ, trên mộ hoặc có hành vi khác xâm phạm thi thể, mồ mả, hài cốt, thì bị phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 02 năm",Yes,11.250162437288408
q-439,"Bộ Kế hoạch và Đầu tư có thẩm quyền thu hồi Giấy phép thành lập của chi nhánh, công ty luật nước ngoài.","2. Bộ Tư pháp quyết định thu hồi Giấy phép thành lập của chi nhánh, công ty luật nước ngoài",No,8.260487370259687
q-448,"Theo quy định của Luật Luật sư và văn bản hướng dẫn thi hành, cơ sở đào tạo nghề luật sư là Học viện Tư pháp không thuộc Bộ Tư pháp và cơ sở đào tạo nghề luật sư thuộc Liên đoàn luật sư Việt Nam.","Cơ sở đào tạo nghề luật sư

1. Cơ sở đào tạo nghề luật sư quy định tại Khoản 3 Điều 12 của Luật luật sư bao gồm Học viện Tư pháp thuộc Bộ Tư pháp và cơ sở đào tạo nghề luật sư thuộc Liên đoàn luật sư Việt Nam",No,19.749195035489848
q-47,Nơi cư trú của công dân chỉ bao gồm nơi thường trú.,"Nơi cư trú của công dân

1. Nơi cư trú của công dân bao gồm nơi thường trú, nơi tạm trú",No,2.6478151481670937
q-473,Báo cáo quá trình tập sự hành nghề luật sư của người tập sự cần có xác nhận của tổ chức hành nghề luật sư nhận tập sự.,"2. Báo cáo quá trình tập sự hành nghề luật sư của người tập sự phải có nhận xét, chữ ký của luật sư hướng dẫn theo quy định tại khoản 3 Điều 13 của Thông tư này, xác nhận của tổ chức hành nghề luật sư nhận tập sự và đánh giá của Đoàn luật sư về tư cách đạo đức, ý thức tuân thủ pháp luật của người tập sự.",Yes,9.569060628344925
q-90,"Người sử dụng lao động được giữ bản chính giấy tờ tùy thân, văn bằng, chứng chỉ của người lao động khi giao kết, thực hiện hợp đồng lao động.","Hành vi người sử dụng lao động không được làm khi giao kết, thực hiện hợp đồng lao động

1. Giữ bản chính giấy tờ tùy thân, văn bằng, chứng chỉ của người lao động",No,10.479813111174035
q-404,"Khi thực hiện trợ giúp pháp lý cho các khách hàng thuộc đối tượng được hưởng trợ giúp pháp lý, luật sư được nhận thù lao theo quy định của pháp luật về chế độ công tác phí của cán bộ công chức.","Trợ giúp pháp lý

Trợ giúp pháp lý là việc cung cấp dịch vụ pháp lý miễn phí cho người được trợ giúp pháp lý trong vụ việc trợ giúp pháp lý theo quy định của Luật này, góp phần bảo đảm quyền con người, quyền công dân trong tiếp cận công lý và bình đẳng trước pháp luật.",No,4.454042716141558
q-332,"Trong trường hợp không có căn cứ để chứng minh tài sản mà vợ, chồng đang có tranh chấp là tài sản riêng của mỗi bên thì tài sản đó được sung công quỹ.","3. Trong trường hợp không có căn cứ để chứng minh tài sản mà vợ, chồng đang có tranh chấp là tài sản riêng của mỗi bên thì tài sản đó được coi là tài sản chung.",No,19.211115821553516
q-27,Tổ chức và hoạt động giáo dục nghề nghiệp được thực hiện theo quy định của Luật Giáo dục và Luật Giáo dục nghề nghiệp.,"Tổ chức và hoạt động giáo dục nghề nghiệp

Tổ chức và hoạt động giáo dục nghề nghiệp được thực hiện theo quy định của Luật này và Luật Giáo dục nghề nghiệp",Yes,10.632808466959982
q-417,Luật sư thành lập hoặc tham gia thành lập tổ chức hành nghề luật sư phải có ít nhất 4 năm hành nghề liên tục hoặc 5 năm hành nghề kể từ ngày được cấp thẻ luật sư.,"5. Trong thời hạn ba mươi ngày, kể từ ngày được cấp Giấy đăng ký hoạt động, các luật sư thành lập, tham gia thành lập tổ chức hành nghề luật sư không phải là thành viên của Đoàn luật sư nơi có tổ chức hành nghề luật sư phải chuyển về gia nhập Đoàn luật sư nơi có tổ chức hành nghề luật sư hoặc chi nhánh của tổ chức hành nghề luật sư theo quy định tại Điều 20 của Luật này.",No,13.48109330773226
q-429,Đối với những vụ án do cơ quan tiến hành tố tụng yêu cầu luật sư thì mức thù lao được trả cho 1 ngày làm việc của luật sư là 1 ngày lương theo mức lương tối thiểu vùng.,"Thù lao và chi phí cho luật sư trong trường hợp luật sư tham gia tố tụng theo yêu cầu của cơ quan tiến hành tố tụng

1. Đối với những vụ án do cơ quan tiến hành tố tụng yêu cầu luật sư thì mức thù lao được trả cho 01 ngày làm việc của luật sư là 0,4 lần mức lương cơ sở do Chính phủ quy định",No,31.030615793204166
q-205,Người dùng vũ lực để uy hiếp tinh thần và buộc người khác sử dụng trái phép chất ma túy thì sẽ bị phạt tù lên đến 50 năm.,"Tội cưỡng bức người khác sử dụng trái phép chất ma túy

1. Người nào dùng vũ lực, đe dọa dùng vũ lực hoặc dùng thủ đoạn khác uy hiếp tinh thần của người khác để buộc họ phải sử dụng trái phép chất ma túy trái với ý muốn của họ, thì bị phạt tù từ 02 năm đến 07 năm",No,23.025360800035383
q-573,"Tổ chức hành nghề luật sư bị thu hồi Giấy đăng ký hoạt động khi không đăng kí mã số thuế trong thời hạn 1 năm kể từ ngày được cấp Giấy đăng kí hoạt động và không hoạt động tại trụ sở đã đăng kí trong thời hạn 6 tháng liên tục, kể từ ngày được cấp Giấy đăng kí hoạt động.","c) Không đăng ký mã số thuế trong thời hạn 01 năm, kể từ ngày được cấp Giấy đăng ký hoạt động",Yes,44.7943463526284
q-21,"Giáo dục mầm non là cấp học đầu tiên trong hệ thống giáo dục quốc dân, đặt nền móng cho sự phát triển toàn diện con người Việt Nam, thực hiện việc nuôi dưỡng, chăm sóc, giáo dục trẻ em từ 03 đến 06 tuổi.","Vị trí, vai trò và mục tiêu của giáo dục mầm non

1. Giáo dục mầm non là cấp học đầu tiên trong hệ thống giáo dục quốc dân, đặt nền móng cho sự phát triển toàn diện con người Việt Nam, thực hiện việc nuôi dưỡng, chăm sóc, giáo dục trẻ em từ 03 tháng tuổi đến 06 tuổi",No,14.92507219894069
