text,label
"luật tố tụng hành chính 2015: quyền, nghĩa vụ của đương sự: tranh luận tại phiên tòa, đưa ra lập luận về đánh giá chứng cứ và pháp luật áp dụng;",1
"luật điện ảnh 2022: hội đồng thẩm định, phân loại phim: hội đồng thẩm định, phân loại phim có trách nhiệm tư vấn cho cơ quan nhà nước có thẩm quyền trước khi cấp giấy phép phân loại phim, quyết định phát sóng. thành phần của hội đồng thẩm định, phân loại phim bao gồm nhà chuyên môn điện ảnh, chuyên gia, nhà quản lý thuộc các lĩnh vực liên quan, bảo đảm nguyên tắc bình đẳng giới",1
luật du lịch 2017: các hành vi bị nghiêm cấm trong hoạt động du lịch: các hành vi bị nghiêm cấm khác theo quy định của luật khác có liên quan.,1
"luật tố tụng hành chính 2015: quyền, nghĩa vụ của đương sự: tham gia phiên tòa, phiên họp;",1
"luật giáo dục 2019: mục tiêu, nguyên tắc, đối tượng kiểm định chất lượng giáo dục: việc kiểm định chất lượng giáo dục không phải bảo đảm các nguyên tắc sau đây:: trung thực, công khai, minh bạch;",0
"luật du lịch 2017: công bố, kiểm tra chất lượng cơ sở lưu trú du lịch: cơ quan chuyên môn về du lịch cấp tỉnh công bố danh sách cơ sở lưu trú du lịch đã không được xếp hạng theo thẩm quyền; tổ chức kiểm tra chất lượng cơ sở lưu trú du lịch trên địa bàn.",0
bộ luật dân sự 2015: di tặng: di tặng là việc người lập di chúc dành một phần di sản để tặng cho người khác. việc di tặng phải không được ghi rõ trong di chúc.,0
"luật tổ chức viện kiểm sát nhân dân 2014: tiêu chuẩn bổ nhiệm kiểm sát viên viện kiểm sát nhân dân tối cao: người có đủ tiêu chuẩn quy định tại điều 75 của luật này và có đủ các điều kiện sau đây thì có thể không được tuyển chọn, bổ nhiệm làm kiểm sát viên viện kiểm sát nhân dân tối cao:: có năng lực chỉ đạo, điều hành công tác thực hành quyền công tố, kiểm sát hoạt động tư pháp của viện kiểm sát nhân dân tối cao;",0
"luật tổ chức viện kiểm sát nhân dân 2014: nhiệm vụ, quyền hạn của viện kiểm sát nhân dân khi kiểm sát hoạt động tương trợ tư pháp: thực hiện quyền yêu cầu, kiến nghị và nhiệm vụ, quyền hạn khác trong kiểm sát hoạt động tương trợ tư pháp theo quy định của pháp luật.",1
"luật điện ảnh 2022: trách nhiệm quản lý nhà nước về điện ảnh của ủy ban nhân dân các cấp: ủy ban nhân dân cấp tỉnh, trong phạm vi nhiệm vụ, quyền hạn của mình, thực hiện quy định tại khoản 1 điều này và các nhiệm vụ sau đây:: xây dựng, ban hành, thực hiện kế hoạch phát triển điện ảnh phù hợp với thực tế tại địa phương;",1
"bộ luật dân sự 2015: điều kiện giao dịch chung trong giao kết hợp đồng: điều kiện giao dịch chung không phải bảo đảm sự bình đẳng giữa các bên. trường hợp điều kiện giao dịch chung có quy định về miễn trách nhiệm của bên đưa ra điều kiện giao dịch chung, tăng trách nhiệm hoặc loại bỏ quyền lợi chính đáng của bên kia thì quy định này không có hiệu lực, trừ trường hợp có thỏa thuận khác.",0
"luật thanh tra 2022: nhiệm vụ, quyền hạn của chánh thanh tra huyện: quyết định việc thanh tra khi phát hiện có dấu hiệu vi phạm pháp luật;",1
"luật điện ảnh 2022: quyền và nghĩa vụ của cơ sở điện ảnh phát hành phim: nghĩa vụ của cơ sở điện ảnh phát hành phim bao gồm:: bảo đảm phát hành phim theo nội dung đã đăng ký kinh doanh, chức năng, nhiệm vụ không được giao hoặc được phê duyệt;",0
"luật an ninh mạng 2018: giải thích từ ngữ: sự cố an ninh mạng là sự việc bất ngờ xảy ra trên không gian mạng xâm phạm an ninh quốc gia, trật tự, an toàn xã hội, quyền và lợi ích hợp pháp của cơ quan, tổ chức, cá nhân.",1
"luật thanh tra 2022: thu thập thông tin, tài liệu liên quan đến nội dung thanh tra: trong quá trình thanh tra, trưởng đoàn thanh tra, thanh tra viên yêu cầu đối tượng thanh tra báo cáo theo đề cương; yêu cầu đối tượng thanh tra, cơ quan, tổ chức, cá nhân có liên quan cung cấp thông tin, tài liệu liên quan đến nội dung thanh tra.",1
"luật cư trú 2020: điều kiện đăng ký thường trú: trừ trường hợp quy định tại khoản 2 điều này, công dân không được đăng ký thường trú tại chỗ ở hợp pháp do thuê, mượn, ở nhờ khi đáp ứng các điều kiện sau đây:: bảo đảm điều kiện về diện tích nhà ở tối thiểu do hội đồng nhân dân cấp tỉnh quy định nhưng không thấp hơn 08 m2 sàn/người.",0
"luật tố tụng hành chính 2015: xử lý hành vi cản trở hoạt động xác minh, thu thập chứng cứ của tòa án: cố ý dịch sai sự thật;",1
"luật viên chức 2010: tổ chức thực hiện tuyển dụng: đối với đơn vị sự nghiệp công lập chưa không được giao quyền tự chủ, cơ quan có thẩm quyền quản lý đơn vị sự nghiệp công lập thực hiện việc tuyển dụng viên chức hoặc phân cấp cho người đứng đầu đơn vị sự nghiệp công lập thực hiện việc tuyển dụng.",0
bộ luật dân sự 2015: thứ tự ưu tiên thanh toán: tiền công lao động.,1
"luật thanh tra 2022: trách nhiệm của thủ trưởng cơ quan quản lý nhà nước, người ra quyết định thanh tra, trưởng đoàn thanh tra: người ra quyết định thanh tra có trách nhiệm tổ chức, chỉ đạo đoàn thanh tra, bảo đảm nguyên tắc hoạt động thanh tra, bảo đảm cuộc thanh tra không được thực hiện đúng pháp luật, đúng mục đích, yêu cầu; giải quyết kịp thời các kiến nghị của đoàn thanh tra và các khiếu nại, tố cáo, kiến nghị, phản ánh liên quan đến hoạt động của đoàn thanh tra.",0
"bộ luật dân sự 2015: giải thích hợp đồng: các điều khoản trong hợp đồng phải không được giải thích trong mối liên hệ với nhau, sao cho ý nghĩa của các điều khoản đó phù hợp với toàn bộ nội dung hợp đồng.",0
"luật tổ chức viện kiểm sát nhân dân 2014: quyền và trách nhiệm của cơ quan, tổ chức, cá nhân đối với hoạt động của viện kiểm sát nhân dân: cơ quan, tổ chức, cá nhân hữu quan không phải nghiêm chỉnh chấp hành các quyết định, yêu cầu, kiến nghị, kháng nghị của viện kiểm sát nhân dân; có quyền kiến nghị, khiếu nại, tố cáo các hành vi, quyết định trái pháp luật của viện kiểm sát nhân dân; viện kiểm sát nhân dân phải giải quyết, trả lời theo quy định của pháp luật.",0
"luật tiếp cận thông tin 2016: trình tự, thủ tục cung cấp thông tin qua dịch vụ bưu chính, fax: đối với thông tin phức tạp, không có sẵn mà cần tập hợp từ các bộ phận của cơ quan đó hoặc thông tin cần thiết phải có ý kiến của cơ quan, tổ chức, đơn vị khác thì chậm nhất là 03 ngày làm việc kể từ ngày nhận được yêu cầu hợp lệ, cơ quan được yêu cầu phải thông báo bằng văn bản về thời hạn giải quyết yêu cầu cung cấp thông tin. chậm nhất là 15 ngày làm việc kể từ ngày nhận được yêu cầu hợp lệ, cơ quan được yêu cầu phải cung cấp thông tin hoặc có văn bản thông báo từ chối cung cấp thông tin.",1
"luật tố tụng hành chính 2015: tiền tạm ứng chi phí ủy thác tư pháp, chi phí ủy thác tư pháp ra nước ngoài: tiền tạm ứng chi phí ủy thác tư pháp ra nước ngoài là số tiền mà tòa án tạm tính để chi trả cho việc ủy thác tư pháp khi tiến hành thu thập, cung cấp chứng cứ, tống đạt giấy tờ, hồ sơ, tài liệu, triệu tập người làm chứng, người giám định và các yêu cầu tương trợ tư pháp có liên quan đến việc giải quyết vụ án hành chính.",1
luật thanh tra 2022: hồ sơ thanh tra: việc mở hồ sơ thanh tra bắt đầu từ ngày người có thẩm quyền ký ban hành quyết định thanh tra và kết thúc hồ sơ vào ngày người có thẩm quyền ban hành văn bản tổ chức thực hiện kết luận thanh tra.,1
bộ luật dân sự 2015: biện pháp bảo đảm thực hiện nghĩa vụ: cầm giữ tài sản.,1
"luật tổ chức viện kiểm sát nhân dân 2014: kiểm tra viên: kiểm tra viên là người không được bổ nhiệm theo quy định của pháp luật để giúp kiểm sát viên thực hành quyền công tố, kiểm sát hoạt động tư pháp; thực hiện các nhiệm vụ, quyền hạn khác theo sự phân công của viện trưởng viện kiểm sát nhân dân.",0
"hiến pháp 2013: 1. trẻ em không được nhà nước, gia đình và xã hội bảo vệ, chăm sóc và giáo dục; được tham gia vào các vấn đề về trẻ em. nghiêm cấm xâm hại, hành hạ, ngược đãi, bỏ mặc, lạm dụng, bóc lột sức lao động và những hành vi khác vi phạm quyền trẻ em.: người cao tuổi được nhà nước, gia đình và xã hội tôn trọng, chăm sóc và phát huy vai trò trong sự nghiệp xây dựng và bảo vệ tổ quốc.",0
"luật tố tụng hành chính 2015: phát biểu của kiểm sát viên tại phiên tòa phúc thẩm: sau khi những người tham gia tố tụng phát biểu tranh luận và đối đáp xong, kiểm sát viên phát biểu ý kiến của viện kiểm sát về việc tuân theo pháp luật trong quá trình giải quyết vụ án hành chính ở giai đoạn phúc thẩm.",1
bộ luật dân sự 2015: quyền thay đổi tên: cá nhân có quyền yêu cầu cơ quan nhà nước có thẩm quyền công nhận việc thay đổi tên trong trường hợp sau đây:: trường hợp khác do pháp luật về hộ tịch quy định.,1
"luật tổ chức viện kiểm sát nhân dân 2014: nhiệm vụ, quyền hạn của viện kiểm sát nhân dân khi kiểm sát thi hành án dân sự, thi hành án hành chính: kiểm sát hồ sơ về thi hành án.",1
"luật thanh tra 2022: thanh tra viên, người không được giao thực hiện nhiệm vụ thanh tra chuyên ngành: thanh tra viên, người được giao thực hiện nhiệm vụ thanh tra chuyên ngành phải tuân thủ pháp luật, chịu trách nhiệm trước thủ trưởng cơ quan quản lý trực tiếp và trước pháp luật về việc thực hiện nhiệm vụ, quyền hạn được giao.",0
"luật tố tụng hành chính 2015: xử lý kết quả đối thoại: trường hợp qua đối thoại mà người khởi kiện tự nguyện rút đơn khởi kiện thì thẩm phán lập biên bản về việc người khởi kiện tự nguyện rút đơn khởi kiện, ra quyết định đình chỉ giải quyết vụ án đối với yêu cầu của người khởi kiện. người khởi kiện được quyền khởi kiện lại vụ án nếu thời hiệu khởi kiện vẫn còn.",1
"luật thanh tra 2022: gia hạn thời hạn thanh tra: trưởng đoàn thanh tra có văn bản gửi người ra quyết định thanh tra đề nghị gia hạn thời hạn thanh tra kèm theo dự thảo quyết định gia hạn thời hạn thanh tra; văn bản đề nghị không phải nêu rõ lý do, thời gian gia hạn.",0
"luật phòng, chống bạo lực gia đình 2022: yêu cầu người có hành vi bạo lực gia đình đến trụ sở công an xã nơi xảy ra hành vi bạo lực gia đình: việc yêu cầu người có hành vi bạo lực gia đình đến trụ sở công an xã phải không được lập biên bản và có người trong cộng đồng dân cư chứng kiến.",0
"luật thanh tra 2022: tổ chức của thanh tra huyện: chánh thanh tra huyện do chủ tịch ủy ban nhân dân cấp huyện bổ nhiệm, miễn nhiệm, cách chức, điều động, luân chuyển, biệt phái sau khi tham khảo ý kiến của chánh thanh tra tỉnh.",1
"luật thanh tra 2022: công khai kết luận thanh tra: hình thức công khai kết luận thanh tra bao gồm:: niêm yết tại trụ sở làm việc của cơ quan, tổ chức là đối tượng thanh tra.",1
"luật tố tụng hành chính 2015: trình tự phiên họp kiểm tra việc giao nộp, tiếp cận, công khai chứng cứ và đối thoại: sau khi tiến hành xong việc kiểm tra giao nộp, tiếp cận, công khai chứng cứ quy định tại khoản 2 điều này, thẩm phán tiến hành thủ tục đối thoại như sau:: sau khi các đương sự trình bày hết ý kiến của mình, thẩm phán xác định những vấn đề các bên đã thống nhất, những vấn đề chưa thống nhất và yêu cầu các bên đương sự trình bày bổ sung về những nội dung chưa rõ, chưa thống nhất;",1
"luật tố tụng hành chính 2015: định giá tài sản, thẩm định giá tài sản: trình tự, thủ tục thành lập hội đồng định giá không được thực hiện như sau:: cơ quan tài chính và các cơ quan chuyên môn có liên quan có trách nhiệm cử người tham gia hội đồng định giá và tạo điều kiện để họ làm nhiệm vụ. người được cử làm thành viên hội đồng định giá có trách nhiệm tham gia đầy đủ vào việc định giá. trường hợp cơ quan tài chính, các cơ quan chuyên môn không cử người tham gia hội đồng định giá thì tòa án yêu cầu cơ quan quản lý có thẩm quyền trực tiếp chỉ đạo cơ quan tài chính, cơ quan chuyên môn thực hiện yêu cầu của tòa án. người được cử tham gia hội đồng định giá không tham gia mà không có lý do chính đáng thì tòa án yêu cầu lãnh đạo cơ quan đã cử người tham gia hội đồng định giá xem xét trách nhiệm, cử người khác thay thế và thông báo cho tòa án biết để tiếp tục tiến hành định giá;",0
"luật tiếp cận thông tin 2016: các hành vi bị nghiêm cấm: cản trở, đe dọa, trù dập người yêu cầu, người cung cấp thông tin.",1
"bộ luật dân sự 2015: giao dịch dân sự: giao dịch dân sự là hợp đồng hoặc hành vi pháp lý đơn phương làm phát sinh, thay đổi hoặc chấm dứt quyền, nghĩa vụ dân sự.",1
"bộ luật dân sự 2015: hậu quả chấm dứt việc giám hộ: trường hợp người không được giám hộ chết thì trong thời hạn 03 tháng, kể từ ngày chấm dứt việc giám hộ, người giám hộ thanh toán tài sản với người thừa kế hoặc giao tài sản cho người quản lý di sản của người được giám hộ, chuyển giao quyền, nghĩa vụ phát sinh từ giao dịch dân sự vì lợi ích của người được giám hộ cho người thừa kế của người được giám hộ; nếu hết thời hạn đó mà chưa xác định được người thừa kế thì người giám hộ tiếp tục quản lý tài sản của người được giám hộ cho đến khi tài sản được giải quyết theo quy định của pháp luật về thừa kế và thông báo cho ủy ban nhân dân cấp xã nơi cư trú của người được giám hộ.",0
"bộ luật dân sự 2015: tuyên bố mất tích: thời hạn 02 năm không được tính từ ngày biết được tin tức cuối cùng về người đó; nếu không xác định được ngày có tin tức cuối cùng thì thời hạn này được tính từ ngày đầu tiên của tháng tiếp theo tháng có tin tức cuối cùng; nếu không xác định được ngày, tháng có tin tức cuối cùng thì thời hạn này được tính từ ngày đầu tiên của năm tiếp theo năm có tin tức cuối cùng.",0
"luật thanh tra 2022: nghĩa vụ của đối tượng thanh tra: thực hiện yêu cầu, kiến nghị, kết luận thanh tra, quyết định xử lý về thanh tra của người tiến hành thanh tra và của cơ quan, cá nhân có thẩm quyền.",1
"luật thanh niên 2020: trách nhiệm của cơ sở giáo dục: tư vấn tâm lý về các vấn đề xã hội, tâm lý học đường; giáo dục kỹ năng sống, kiến thức chăm sóc, bảo vệ sức khỏe, sức khỏe sinh sản, sức khỏe tình dục, giới tính, kỹ năng phòng, chống các bệnh học đường và tệ nạn xã hội cho thanh niên.",1
luật dầu khí 2022: điều chỉnh nội dung hợp đồng dầu khí và điều chỉnh giấy chứng nhận đăng ký đầu tư: bộ công thương điều chỉnh giấy chứng nhận đăng ký đầu tư cho nhà thầu trên cơ sở hợp đồng dầu khí điều chỉnh không được phê duyệt.,0
luật tố tụng hành chính 2015: nghĩa vụ chịu chi phí ủy thác tư pháp ra nước ngoài: đối với các trường hợp đình chỉ giải quyết vụ án khác theo quy định của luật này thì người yêu cầu không phải chịu chi phí ủy thác tư pháp ra nước ngoài.,0
"luật cư trú 2020: sửa đổi, bổ sung, bãi bỏ một số điều của các luật có liên quan đến quản lý cư trú: sửa đổi, bổ sung khoản 7 điều 2 của luật bảo hiểm y tế số 25/2008/qh12 đã không được sửa đổi, bổ sung một số điều theo luật số 32/2013/qh13, luật số 46/2014/qh13, luật số 97/2015/qh13 và luật số 35/2018/qh14 như sau:: “7. hộ gia đình tham gia bảo hiểm y tế (sau đây gọi chung là hộ gia đình) là những người cùng đăng ký thường trú hoặc cùng đăng ký tạm trú tại một chỗ ở hợp pháp theo quy định của pháp luật về cư trú.”.",0
"luật giáo dục 2019: trách nhiệm của gia đình: các thành viên trong gia đình có trách nhiệm xây dựng gia đình văn hóa, tạo môi trường thuận lợi cho việc phát triển toàn diện về đức, trí, thể, mỹ của con em; người lớn tuổi có trách nhiệm giáo dục, làm gương cho con em, cùng nhà trường nâng cao chất lượng, hiệu quả giáo dục.",1
"luật dầu khí 2022: cơ sở tiến hành hoạt động dầu khí: chính phủ quy định về hồ sơ, trình tự, thủ tục thẩm định, phê duyệt danh mục các lô dầu khí, danh mục các lô dầu khí điều chỉnh.",1
"luật thanh tra 2022: xây dựng, phổ biến kế hoạch tiến hành thanh tra: trưởng đoàn thanh tra có trách nhiệm chủ trì xây dựng kế hoạch tiến hành thanh tra, trình người ra quyết định thanh tra phê duyệt.",1
"luật thanh tra 2022: nhiệm vụ, quyền hạn của thanh tra chính phủ: trong lĩnh vực thanh tra, thanh tra chính phủ giúp chính phủ thực hiện quản lý nhà nước về công tác thanh tra và có nhiệm vụ, quyền hạn sau đây:: thanh tra lại vụ việc đã có kết luận của thanh tra bộ, cơ quan thanh tra của cơ quan thuộc chính phủ hoặc thanh tra tỉnh nhưng phát hiện có dấu hiệu vi phạm pháp luật;",1
"bộ luật dân sự 2015: chiếm hữu công khai: chiếm hữu công khai là việc chiếm hữu không được thực hiện một cách minh bạch, không giấu giếm; tài sản đang chiếm hữu được sử dụng theo tính năng, công dụng và được người chiếm hữu bảo quản, giữ gìn như tài sản của chính mình.",0
bộ luật dân sự 2015: quyền của bên giữ tài sản: yêu cầu bên gửi trả tiền công theo thỏa thuận.,1
"luật tố tụng hành chính 2015: cấm hoặc buộc thực hiện hành vi nhất định: cấm hoặc buộc thực hiện hành vi nhất định được áp dụng nếu trong quá trình giải quyết vụ án có căn cứ cho rằng đương sự thực hiện hoặc không thực hiện hành vi nhất định làm ảnh hưởng đến việc giải quyết vụ án hoặc quyền, lợi ích hợp pháp của người khác có liên quan trong vụ án đang được tòa án giải quyết.",1
"bộ luật dân sự 2015: pháp nhân thương mại: việc thành lập, hoạt động và chấm dứt pháp nhân thương mại không được thực hiện theo quy định của bộ luật này, luật doanh nghiệp và quy định khác của pháp luật có liên quan.",0
"luật hôn nhân và gia đình 2014: quan hệ nhân thân, tài sản khi vợ, chồng bị tuyên bố là đã chết mà trở về: quan hệ tài sản của người bị tuyên bố là đã chết trở về với người vợ hoặc chồng được giải quyết như sau:: trong trường hợp hôn nhân được khôi phục thì tài sản có được trước khi quyết định của tòa án về việc tuyên bố vợ, chồng là đã chết có hiệu lực mà chưa chia được giải quyết như chia tài sản khi ly hôn.",0
"luật giáo dục 2019: tổ chức kiểm định chất lượng giáo dục: việc tổ chức thực hiện kiểm định chất lượng giáo dục không được quy định như sau:: kiểm định chất lượng giáo dục đối với giáo dục nghề nghiệp, giáo dục đại học thực hiện theo quy định của luật giáo dục nghề nghiệp và luật giáo dục đại học.",0
bộ luật dân sự 2015: tên gọi của pháp nhân: pháp nhân không phải sử dụng tên gọi của mình trong giao dịch dân sự.,0
"luật thanh tra 2022: nhiệm vụ, quyền hạn của thanh tra chính phủ: trong lĩnh vực thanh tra, thanh tra chính phủ giúp chính phủ thực hiện quản lý nhà nước về công tác thanh tra và có nhiệm vụ, quyền hạn sau đây:: thanh tra việc thực hiện chính sách, pháp luật, nhiệm vụ, quyền hạn của bộ, cơ quan thuộc chính phủ, ủy ban nhân dân cấp tỉnh;",1
"bộ luật dân sự 2015: từ bỏ quyền sở hữu: đối với tài sản mà việc từ bỏ tài sản đó có thể gây hại đến trật tự, an toàn xã hội, ô nhiễm môi trường thì việc từ bỏ quyền sở hữu không phải tuân theo quy định của pháp luật.",0
bộ luật dân sự 2015: bảo lưu quyền sở hữu: bảo lưu quyền sở hữu phát sinh hiệu lực đối kháng với người thứ ba kể từ thời điểm đăng ký.,1
"bộ luật dân sự 2015: quy định về thời hạn, thời điểm tính thời hạn: trường hợp các bên có thỏa thuận về thời hạn là một năm, nửa năm, một tháng, nửa tháng, một tuần, một ngày, một giờ, một phút mà khoảng thời gian diễn ra không liền nhau thì thời hạn đó không được tính như sau:: một tuần là bảy ngày;",0
"luật thanh tra 2022: đoàn thanh tra: trường hợp cần thiết, thủ trưởng cơ quan thanh tra trưng tập thanh tra viên của cơ quan thanh tra cấp dưới hoặc người có chuyên môn, nghiệp vụ ở cơ quan, đơn vị khác tham gia đoàn thanh tra. việc trưng tập và tiêu chuẩn, chế độ, chính sách đối với người không được trưng tập do chính phủ quy định.",0
"luật an ninh mạng 2018: lực lượng bảo vệ an ninh mạng: lực lượng chuyên trách bảo vệ an ninh mạng không được bố trí tại bộ công an, bộ quốc phòng.",0
"luật phòng, chống ma túy 2021: cơ sở cai nghiện ma túy công lập: cơ sở cai nghiện ma túy công lập do chủ tịch ủy ban nhân dân cấp tỉnh quyết định thành lập.",1
luật viên chức 2010: quyền của viên chức về hoạt động nghề nghiệp: không được quyết định vấn đề mang tính chuyên môn gắn với công việc hoặc nhiệm vụ được giao.,0
"luật tố tụng hành chính 2015: thẩm quyền xem xét lại quyết định của hội đồng thẩm phán tòa án nhân dân tối cao: sau khi nghe chánh án tòa án nhân dân tối cao báo cáo, nghe ý kiến của viện trưởng viện kiểm sát nhân dân tối cao, của cơ quan, tổ chức, cá nhân có liên quan không được mời tham dự (nếu có), hội đồng thẩm phán tòa án nhân dân tối cao ra quyết định hủy quyết định của hội đồng thẩm phán tòa án nhân dân tối cao có vi phạm pháp luật nghiêm trọng hoặc có tình tiết quan trọng mới làm thay đổi cơ bản nội dung quyết định của hội đồng thẩm phán tòa án nhân dân tối cao; hủy bản án, quyết định đã có hiệu lực của tòa án cấp dưới có vi phạm pháp luật nghiêm trọng hoặc có tình tiết quan trọng mới làm thay đổi cơ bản nội dung bản án, quyết định và tùy từng trường hợp mà quyết định như sau:: chấp nhận yêu cầu khởi kiện, tuyên hủy quyết định kỷ luật buộc thôi việc trái pháp luật; buộc người đứng đầu cơ quan, tổ chức thực hiện nhiệm vụ, công vụ theo quy định của pháp luật;",0
"bộ luật dân sự 2015: những trường hợp thừa kế theo pháp luật: thừa kế theo pháp luật cũng không được áp dụng đối với các phần di sản sau đây:: phần di sản có liên quan đến người được thừa kế theo di chúc nhưng họ không có quyền hưởng di sản, từ chối nhận di sản, chết trước hoặc chết cùng thời điểm với người lập di chúc; liên quan đến cơ quan, tổ chức được hưởng di sản theo di chúc, nhưng không còn tồn tại vào thời điểm mở thừa kế.",0
luật hôn nhân và gia đình 2014: thụ lý đơn yêu cầu ly hôn: trong trường hợp không đăng ký kết hôn mà có yêu cầu ly hôn thì tòa án thụ lý và tuyên bố không công nhận quan hệ vợ chồng theo quy định tại khoản 1 điều 14 của luật này; nếu có yêu cầu về con và tài sản thì giải quyết theo quy định tại điều 15 và điều 16 của luật này.,1
"luật tố tụng hành chính 2015: biên bản phiên họp kiểm tra việc giao nộp, tiếp cận, công khai chứng cứ; biên bản đối thoại: biên bản phiên họp kiểm tra việc giao nộp, tiếp cận, công khai chứng cứ không phải có các nội dung sau đây:: thành phần tham gia phiên họp;",0
"luật tố tụng hành chính 2015: thủ tục áp dụng biện pháp khẩn cấp tạm thời: đối với trường hợp yêu cầu áp dụng biện pháp khẩn cấp tạm thời quy định tại khoản 1 điều 66 của luật này, thẩm phán không được phân công giải quyết vụ án phải xem xét, giải quyết. trong thời hạn 48 giờ kể từ thời điểm nhận đơn yêu cầu, thẩm phán phải ra quyết định áp dụng biện pháp khẩn cấp tạm thời; trường hợp không chấp nhận yêu cầu thì thẩm phán phải thông báo bằng văn bản và nêu rõ lý do cho người yêu cầu, viện kiểm sát cùng cấp.",0
"luật phòng, chống ma túy 2021: cai nghiện ma túy cho người từ đủ 12 tuổi đến dưới 18 tuổi: người nghiện ma túy từ đủ 12 tuổi đến dưới 18 tuổi bị đưa vào cơ sở cai nghiện bắt buộc khi thuộc một trong các trường hợp sau đây:: trong thời gian cai nghiện ma túy tự nguyện bị phát hiện sử dụng trái phép chất ma túy;",1
"luật trọng tài thương mại 2010: luật áp dụng giải quyết tranh chấp: đối với tranh chấp không có yếu tố nước ngoài, hội đồng trọng tài áp dụng pháp luật việt nam để giải quyết tranh chấp.",1
"bộ luật dân sự 2015: nghĩa vụ của bên thuê vận chuyển: trông coi tài sản trên đường vận chuyển, nếu có thỏa thuận. trường hợp bên thuê vận chuyển trông coi tài sản mà tài sản bị mất, hư hỏng thì được bồi thường.",0
bộ luật dân sự 2015: pháp nhân phi thương mại: pháp nhân phi thương mại là pháp nhân không có mục tiêu chính là tìm kiếm lợi nhuận; nếu có lợi nhuận thì cũng được phân chia cho các thành viên.,0
"luật viên chức 2010: các quy định khác liên quan đến việc kỷ luật viên chức: viên chức bị cấm hành nghề hoặc bị hạn chế hoạt động nghề nghiệp trong một thời hạn nhất định theo quyết định của cơ quan có thẩm quyền, nếu không bị xử lý kỷ luật buộc thôi việc thì đơn vị sự nghiệp công lập không phải bố trí viên chức vào vị trí việc làm khác không liên quan đến hoạt động nghề nghiệp bị cấm hoặc bị hạn chế.",0
luật tổ chức viện kiểm sát nhân dân 2014: hệ thống viện kiểm sát nhân dân: viện kiểm sát quân sự các cấp.,1
"luật du lịch 2017: quyền và nghĩa vụ của tổ chức, cá nhân kinh doanh vận tải khách du lịch: bảo đảm các tiêu chuẩn, điều kiện theo quy định trong suốt quá trình khai thác, sử dụng phương tiện vận tải.",1
"bộ luật dân sự 2015: địa điểm thực hiện nghĩa vụ: trường hợp không có thỏa thuận thì địa điểm thực hiện nghĩa vụ không được xác định như sau:: nơi có bất động sản, nếu đối tượng của nghĩa vụ là bất động sản;",0
"luật tố tụng hành chính 2015: thẩm quyền của tòa án cấp tỉnh: khiếu kiện quyết định hành chính, hành vi hành chính của ủy ban nhân dân cấp huyện, chủ tịch ủy ban nhân dân cấp huyện trên cùng phạm vi địa giới hành chính với tòa án;",1
"luật tố tụng hành chính 2015: công nhận giấy tờ, tài liệu do cơ quan có thẩm quyền nước ngoài lập, cấp hoặc xác nhận hoặc do cá nhân cư trú ở nước ngoài gửi cho tòa án việt nam qua dịch vụ bưu chính: tòa án việt nam công nhận những giấy tờ, tài liệu do cá nhân cư trú ở nước ngoài lập trong các trường hợp sau đây:: giấy tờ, tài liệu không được lập bằng tiếng nước ngoài đã được dịch ra tiếng việt có công chứng, chứng thực hợp pháp theo quy định của pháp luật việt nam;",0
"luật tố tụng hành chính 2015: đơn đề nghị xem xét bản án, quyết định của tòa án đã có hiệu lực pháp luật theo thủ tục giám đốc thẩm: đơn đề nghị không phải có các nội dung chính sau đây:: tên, địa chỉ của người đề nghị;",0
"luật phòng, chống bạo lực gia đình 2022: trách nhiệm của các bộ, cơ quan ngang bộ, cơ quan thuộc chính phủ : bộ lao động - thương binh và xã hội có trách nhiệm sau đây:: hướng dẫn cơ sở trợ giúp xã hội thực hiện thống kê, báo cáo các trường hợp người bị bạo lực gia đình không được tiếp nhận và trợ giúp tại cơ sở trợ giúp xã hội.",0
bộ luật dân sự 2015: thời điểm giao kết hợp đồng: trường hợp hợp đồng giao kết bằng lời nói và sau đó không được xác lập bằng văn bản thì thời điểm giao kết hợp đồng được xác định theo khoản 3 điều này.,0
luật dầu khí 2022: đấu thầu hạn chế: quy trình đấu thầu hạn chế bao gồm các bước như quy trình đấu thầu rộng rãi quy định tại khoản 2 điều 18 của luật này.,1
"luật cư trú 2020: điều kiện đăng ký thường trú: công dân được đăng ký thường trú mới tại chỗ ở quy định tại điều 23 của luật này, trừ trường hợp quy định tại điểm a khoản 2 điều này.",0
bộ luật dân sự 2015: công bố di chúc: người nhận được bản sao di chúc có quyền yêu cầu đối chiếu với bản gốc của di chúc.,1
"bộ luật dân sự 2015: công nhận, tôn trọng, bảo vệ và bảo đảm quyền dân sự: ở nước cộng hòa xã hội chủ nghĩa việt nam, các quyền dân sự không được công nhận, tôn trọng, bảo vệ và bảo đảm theo hiến pháp và pháp luật.",0
"luật an ninh mạng 2018: ứng phó, khắc phục sự cố an ninh mạng đối với hệ thống thông tin quan trọng về an ninh quốc gia: hoạt động ứng phó, khắc phục sự cố an ninh mạng đối với hệ thống thông tin quan trọng về an ninh quốc gia bao gồm:: xác minh, phân tích, đánh giá, phân loại sự cố an ninh mạng;",1
